"2025 rates listed are subject to change until final on February 1, 2026",,,,,,,,,
CountyName,LocalUnitName,RevShareCode,City,VillageName,SchoolName,SchoolCode,TotalRate,HomesteadRate,NonHomesteadRate
Ogemaw,Richland,651120,0,,WHITTEMORE PRESCOTT AREA S/D,35040,24.2540,24.2540,42.2540
Ogemaw,Richland,651120,0,PRESCOTT,WHITTEMORE PRESCOTT AREA S/D,35040,32.5690,32.5690,50.5690
Ogemaw,Rose,651130,0,,W BRANCH ROSE CITY AREA SCHS,65045,26.6922,26.6922,44.2055
Ogemaw,West Branch,651140,0,,W BRANCH ROSE CITY AREA SCHS,65045,23.7245,23.7245,41.2378
Ogemaw,Rose City,652010,1,,W BRANCH ROSE CITY AREA SCHS,65045,42.2955,42.2955,59.8088
Ogemaw,West Branch,652020,1,,W BRANCH ROSE CITY AREA SCHS,65045,40.2779,40.2779,57.7912
Ontonagon,Bergland,661010,0,,EWEN-TROUT CREEK CONS  S/D,66045,34.6963,34.6963,52.6963
Ontonagon,Bohemia,661020,0,,L'ANSE AREA SCHOOLS,07040,32.9237,32.9237,50.9237
Ontonagon,Bohemia,661020,0,,ADAMS TWP SCHOOL DISTRICT,31020,40.7747,40.7747,58.7747
Ontonagon,Bohemia,661020,0,,ONTONAGON AREA SCHOOLS,66050,31.6062,31.6062,49.6062
Ontonagon,Carp Lake,661030,0,,ONTONAGON AREA SCHOOLS,66050,29.3927,29.3927,47.3927
Ontonagon,Greenland,661040,0,,ONTONAGON AREA SCHOOLS,66050,30.8928,30.8928,48.8928
Ontonagon,Haight,661050,0,,EWEN-TROUT CREEK CONS  S/D,66045,31.2086,31.2086,49.2086
Ontonagon,Interior,661060,0,,EWEN-TROUT CREEK CONS  S/D,66045,33.2787,33.2787,51.2787
Ontonagon,Matchwood,661070,0,,EWEN-TROUT CREEK CONS  S/D,66045,32.7113,32.7113,50.7113
Ontonagon,McMillan,661080,0,,EWEN-TROUT CREEK CONS  S/D,66045,35.8951,35.8951,53.8951
Ontonagon,Ontonagon,661090,0,,ONTONAGON AREA SCHOOLS,66050,31.0996,31.0996,49.0996
Ontonagon,Ontonagon,661090,0,ONTONAGON,ONTONAGON AREA SCHOOLS,66050,46.0996,46.0996,64.0996
Ontonagon,Rockland,661100,0,,ONTONAGON AREA SCHOOLS,66050,31.9049,31.9049,49.9049
Ontonagon,Stannard,661110,0,,EWEN-TROUT CREEK CONS  S/D,66045,33.7155,33.7155,51.7155
Osceola,Burdell,671010,0,,PINE RIVER AREA SCHOOLS,67055,32.4876,32.4876,50.4876
Osceola,Burdell,671010,0,TUSTIN,PINE RIVER AREA SCHOOLS,67055,42.6139,42.6139,60.6139
Osceola,Cedar,671020,0,,EVART PUBLIC SCHOOLS,67020,28.7377,28.7377,46.7377
Osceola,Cedar,671020,0,,PINE RIVER AREA SCHOOLS,67055,31.5974,31.5974,49.5974
Osceola,Cedar,671020,0,,REED CITY PUBLIC SCHOOLS,67060,29.9877,29.9877,47.9877
Osceola,Evart,671030,0,,EVART PUBLIC SCHOOLS,67020,27.6689,27.6689,45.6689
Osceola,Hartwick,671040,0,,EVART PUBLIC SCHOOLS,67020,25.6905,25.6905,43.6905
Osceola,Hartwick,671040,0,,MARION PUBLIC SCHOOLS,67050,28.9102,28.9102,46.9102
Osceola,Hartwick,671040,0,,PINE RIVER AREA SCHOOLS,67055,28.5502,28.5502,46.5502
Osceola,Hersey,671050,0,,EVART PUBLIC SCHOOLS,67020,25.6746,27.6746,45.6746
Osceola,Hersey,671050,0,,REED CITY PUBLIC SCHOOLS,67060,26.9246,28.9246,46.9246
Osceola,Hersey,671050,0,HERSEY,REED CITY PUBLIC SCHOOLS,67060,36.2950,38.2950,56.2950
Osceola,Highland,671060,0,,MCBAIN RURAL AGR SCHOOL DIST,57030,28.4567,28.4567,46.4567
Osceola,Highland,671060,0,,MARION PUBLIC SCHOOLS,67050,28.0178,28.0178,46.0178
Osceola,Leroy,671070,0,,PINE RIVER AREA SCHOOLS,67055,29.6180,31.6180,49.6180
Osceola,Leroy,671070,0,LEROY,PINE RIVER AREA SCHOOLS,67055,38.6180,40.6180,58.6180
Osceola,Lincoln,671080,0,,PINE RIVER AREA SCHOOLS,67055,30.6798,30.6798,48.6798
Osceola,Lincoln,671080,0,,REED CITY PUBLIC SCHOOLS,67060,29.0701,29.0701,47.0701
Osceola,Marion,671090,0,,MCBAIN RURAL AGR SCHOOL DIST,57030,30.5051,30.5051,48.5051
Osceola,Marion,671090,0,,MARION PUBLIC SCHOOLS,67050,30.0662,30.0662,48.0662
Osceola,Marion,671090,0,MARION,MARION PUBLIC SCHOOLS,67050,46.1884,46.1884,64.1884
Osceola,Middle Branch,671100,0,,EVART PUBLIC SCHOOLS,67020,25.7420,25.7420,43.7420
Osceola,Middle Branch,671100,0,,MARION PUBLIC SCHOOLS,67050,28.9617,28.9617,46.9617
Osceola,Orient,671110,0,,CHIPPEWA HILLS SCHOOL DIST,54025,30.3316,30.3316,48.3316
Osceola,Orient,671110,0,,EVART PUBLIC SCHOOLS,67020,27.7457,27.7457,45.7457
Osceola,Osceola,671120,0,,EVART PUBLIC SCHOOLS,67020,28.6473,28.6473,46.6473
Osceola,Richmond,671130,0,,REED CITY PUBLIC SCHOOLS,67060,29.0563,29.0563,47.0563
Osceola,Rose Lake,671140,0,,MARION PUBLIC SCHOOLS,67050,28.9102,30.9102,48.9102
Osceola,Rose Lake,671140,0,,PINE RIVER AREA SCHOOLS,67055,28.5502,30.5502,48.5502
Osceola,Sherman,671150,0,,MARION PUBLIC SCHOOLS,67050,32.0406,32.0406,50.0406
Osceola,Sherman,671150,0,,PINE RIVER AREA SCHOOLS,67055,31.6806,31.6806,49.6806
Osceola,Sherman,671150,0,,CADILLAC AREA PUBLIC SCHOOLS,83010,34.2406,34.2406,52.2406
Osceola,Sylvan,671160,0,,EVART PUBLIC SCHOOLS,67020,26.6120,26.6120,44.6120
Osceola,Sylvan,671160,0,,MARION PUBLIC SCHOOLS,67050,29.8317,29.8317,47.8317
Osceola,Evart,672010,1,,EVART PUBLIC SCHOOLS,67020,42.0869,42.0869,60.0869
Osceola,Reed City,672020,1,,REED CITY PUBLIC SCHOOLS,67060,40.7058,40.7058,58.7058
Oscoda,Big Creek,681010,0,,MIO AU SABLE SCHOOLS,68010,23.5803,23.5803,41.5803
Oscoda,Clinton,681020,0,,FAIRVIEW AREA SCHOOL DIST.,68030,22.5477,22.5477,40.5477
Oscoda,Comins,681030,0,,FAIRVIEW AREA SCHOOL DIST.,68030,23.4924,23.4924,41.4924
Oscoda,Elmer,681040,0,,MIO AU SABLE SCHOOLS,68010,22.5329,22.5329,40.5329
Oscoda,Elmer,681040,0,,FAIRVIEW AREA SCHOOL DIST.,68030,22.5023,22.5023,40.5023
Oscoda,Greenwood,681050,0,,MIO AU SABLE SCHOOLS,68010,23.8779,23.8779,41.8779
Oscoda,Greenwood,681050,0,,JOHANNESBURG-LEWISTON SCHS,69030,23.7293,23.7293,41.7293
Oscoda,Mentor,681060,0,,W BRANCH ROSE CITY AREA SCHS,65045,25.2946,25.2946,42.8079
Oscoda,Mentor,681060,0,,MIO AU SABLE SCHOOLS,68010,23.9531,23.9531,41.9531
Otsego,Bagley,691010,0,,GAYLORD COMMUNITY SCHOOLS,69020,18.7148,18.7148,36.6338
Otsego,Charlton,691020,0,,JOHANNESBURG-LEWISTON SCHS,69030,21.5615,21.5615,39.5615
Otsego,Chester,691030,0,,GAYLORD COMMUNITY SCHOOLS,69020,19.3648,19.3648,37.2838
Otsego,Chester,691030,0,,JOHANNESBURG-LEWISTON SCHS,69030,20.3296,20.3296,38.3296
Otsego,Corwith,691040,0,,VANDERBILT AREA SCHOOL,69040,20.1747,20.1747,38.1747
Otsego,Corwith,691040,0,VANDERBILT,VANDERBILT AREA SCHOOL,69040,29.6618,29.6618,47.6618
Otsego,Dover,691050,0,,GAYLORD COMMUNITY SCHOOLS,69020,19.6044,19.6044,37.5234
Otsego,Dover,691050,0,,JOHANNESBURG-LEWISTON SCHS,69030,20.5692,20.5692,38.5692
Otsego,Dover,691050,0,,VANDERBILT AREA SCHOOL,69040,18.9425,18.9425,36.9425
Otsego,Elmira,691060,0,,GAYLORD COMMUNITY SCHOOLS,69020,20.3472,20.3472,38.2662
Otsego,Hayes,691070,0,,GAYLORD COMMUNITY SCHOOLS,69020,19.1648,20.1648,38.0838
Otsego,Livingston,691080,0,,GAYLORD COMMUNITY SCHOOLS,69020,19.6148,19.6148,37.5338
Otsego,Livingston,691080,0,,VANDERBILT AREA SCHOOL,69040,18.9529,18.9529,36.9529
Otsego,Otsego Lake,691090,0,,CRAWFORD AUSABLE SCHOOLS,20015,23.4106,25.3606,43.1878
Otsego,Otsego Lake,691090,0,,GAYLORD COMMUNITY SCHOOLS,69020,19.5037,21.4537,39.3727
Otsego,Otsego Lake,691090,0,,TR-GAY-CRAWFORD,69021,21.7004,23.6504,41.5892
Otsego,Gaylord,692010,1,,GAYLORD COMMUNITY SCHOOLS,69020,35.8187,39.8187,57.7377
Ottawa,Allendale,701010,0,,ALLENDALE PUBLIC SCHOOL DIST,70040,32.4271,32.4271,50.4271
Ottawa,Allendale,701010,0,,HUDSONVILLE PUBLIC SCH DIST,70190,28.4164,28.4164,46.4164
Ottawa,Blendon,701020,0,,HUDSONVILLE PUBLIC SCH DIST,70190,28.6926,28.6926,46.6926
Ottawa,Blendon,701020,0,,ZEELAND PUBLIC SCHOOLS,70350,29.6429,29.6429,47.6429
Ottawa,Chester,701030,0,,KENT CITY COMMUNITY SCHOOLS,41150,33.0084,33.0084,50.7342
Ottawa,Chester,701030,0,,SPARTA AREA SCHOOLS,41240,31.9450,31.9450,49.9450
Ottawa,Chester,701030,0,,RAVENNA PUBLIC SCHOOLS,61210,28.9581,28.9581,46.9581
Ottawa,Chester,701030,0,,COOPERSVILLE PUBLIC SCH DIST,70120,32.0706,32.0706,49.9014
Ottawa,Crockery,701040,0,,FRUITPORT COMMUNITY SCHOOLS,61080,28.0391,28.0391,46.0391
Ottawa,Crockery,701040,0,,COOPERSVILLE PUBLIC SCH DIST,70120,31.8516,31.8516,49.6824
Ottawa,Crockery,701040,0,,SPRING LAKE PUBLIC SCH DIST,70300,29.8616,29.8616,47.8616
Ottawa,Georgetown,701050,0,,GRANDVILLE PUBLIC SCHOOLS,41130,27.0495,27.0495,45.0495
Ottawa,Georgetown,701050,0,,JENISON PUBLIC SCHOOLS,70175,28.4349,28.4349,46.4349
Ottawa,Georgetown,701050,0,,HUDSONVILLE PUBLIC SCH DIST,70190,27.9242,27.9242,45.9242
Ottawa,Grand Haven,701060,0,,GRAND HAVEN CITY SCHOOL DIST,70010,25.3377,25.8877,43.8877
Ottawa,Holland,701070,0,,HOLLAND CITY SCHOOL DISTRICT,70020,31.9819,31.9819,49.9819
Ottawa,Holland,701070,0,,WEST OTTAWA PUBLIC SCH DIST,70070,31.8015,31.8015,49.8015
Ottawa,Holland,701070,0,,ZEELAND PUBLIC SCHOOLS,70350,33.2411,33.2411,51.2411
Ottawa,Jamestown,701080,0,,GRANDVILLE PUBLIC SCHOOLS,41130,29.0821,29.0821,47.0821
Ottawa,Jamestown,701080,0,,HUDSONVILLE PUBLIC SCH DIST,70190,29.9568,29.9568,47.9568
Ottawa,Olive,701090,0,,WEST OTTAWA PUBLIC SCH DIST,70070,28.1731,28.1731,46.1731
Ottawa,Olive,701090,0,,ZEELAND PUBLIC SCHOOLS,70350,29.6127,29.6127,47.6127
Ottawa,Park,701100,0,,HOLLAND CITY SCHOOL DISTRICT,70020,30.2157,30.2157,48.2157
Ottawa,Park,701100,0,,WEST OTTAWA PUBLIC SCH DIST,70070,30.0353,30.0353,48.0353
Ottawa,Polkton,701110,0,,COOPERSVILLE PUBLIC SCH DIST,70120,31.6213,31.6213,49.4521
Ottawa,Port Sheldon,701120,0,,GRAND HAVEN CITY SCHOOL DIST,70010,21.9358,21.9358,39.9358
Ottawa,Port Sheldon,701120,0,,WEST OTTAWA PUBLIC SCH DIST,70070,27.5349,27.5349,45.5349
Ottawa,Robinson,701130,0,,GRAND HAVEN CITY SCHOOL DIST,70010,22.9319,22.9319,40.9319
Ottawa,Robinson,701130,0,,ZEELAND PUBLIC SCHOOLS,70350,31.1755,31.1755,49.1755
Ottawa,Spring Lake,701140,0,,FRUITPORT COMMUNITY SCHOOLS,61080,27.1731,28.6731,46.6731
Ottawa,Spring Lake,701140,0,,GRAND HAVEN CITY SCHOOL DIST,70010,22.6916,24.1916,42.1916
Ottawa,Spring Lake,701140,0,,SPRING LAKE PUBLIC SCH DIST,70300,28.9956,30.4956,48.4956
Ottawa,Spring Lake,701140,0,SPRING LAKE,SPRING LAKE PUBLIC SCH DIST,70300,39.3556,40.8556,58.8556
Ottawa,Tallmadge,701150,0,,GRANDVILLE PUBLIC SCHOOLS,41130,27.5669,27.5669,45.5669
Ottawa,Tallmadge,701150,0,,KENOWA HILLS PUBLIC SCHOOLS,41145,25.8367,25.8367,43.8367
Ottawa,Tallmadge,701150,0,,COOPERSVILLE PUBLIC SCH DIST,70120,29.4423,29.4423,47.2731
Ottawa,Wright,701160,0,,KENOWA HILLS PUBLIC SCHOOLS,41145,26.8086,26.8086,44.8086
Ottawa,Wright,701160,0,,SPARTA AREA SCHOOLS,41240,30.2886,30.2886,48.2886
Ottawa,Wright,701160,0,,COOPERSVILLE PUBLIC SCH DIST,70120,30.4142,30.4142,48.2450
Ottawa,Zeeland,701170,0,,HUDSONVILLE PUBLIC SCH DIST,70190,31.3937,31.3937,49.3937
Ottawa,Zeeland,701170,0,,ZEELAND PUBLIC SCHOOLS,70350,32.3440,32.3440,50.3440
Ottawa,Coopersville,702010,1,,COOPERSVILLE PUBLIC SCH DIST,70120,40.4217,40.4217,58.2525
Ottawa,Ferrysburg,702020,1,,GRAND HAVEN CITY SCHOOL DIST,70010,29.5769,29.5769,47.5769
Ottawa,Grand Haven,702030,1,,GRAND HAVEN CITY SCHOOL DIST,70010,34.0702,34.0702,52.0702
Ottawa,Holland,702040,1,,HOLLAND CITY SCHOOL DISTRICT,70020,41.9411,41.9411,59.9411
Ottawa,Holland,702040,1,,ZEELAND PUBLIC SCHOOLS,70350,43.2003,43.2003,61.2003
Ottawa,Hudsonville,702050,1,,HUDSONVILLE PUBLIC SCH DIST,70190,36.9045,36.9045,54.9045
Ottawa,Zeeland,702060,1,,ZEELAND PUBLIC SCHOOLS,70350,37.8592,37.8592,55.8592
Presque Isle,Allis,711010,0,,ONAWAY AREA COMM SCHOOL DIST,71050,16.3555,16.3555,34.3555
Presque Isle,Bearinger,711020,0,,CHEBOYGAN AREA SCHOOLS,16015,20.3592,20.3592,38.2762
Presque Isle,Bearinger,711020,0,,ONAWAY AREA COMM SCHOOL DIST,71050,18.3237,18.3237,36.3237
Presque Isle,Belknap,711030,0,,POSEN CONS SCHOOL DISTRICT,71060,20.3191,20.3191,38.3191
Presque Isle,Belknap,711030,0,,ROGERS CITY AREA SCHOOLS,71080,20.9667,20.9667,38.9667
Presque Isle,Bismarck,711040,0,,HILLMAN COMMUNITY SCHOOLS,60020,20.2277,20.2277,37.9441
Presque Isle,Bismarck,711040,0,,ROGERS CITY AREA SCHOOLS,71080,19.9660,19.9660,37.9660
Presque Isle,Case,711050,0,,ONAWAY AREA COMM SCHOOL DIST,71050,17.3321,20.0821,38.0821
Presque Isle,Case,711050,0,MILLERSBURG,ONAWAY AREA COMM SCHOOL DIST,71050,23.9066,26.6566,44.6566
Presque Isle,Krakow,711060,0,,ALPENA PUBLIC SCHOOLS,04010,23.5365,23.5365,41.4519
Presque Isle,Krakow,711060,0,,POSEN CONS SCHOOL DISTRICT,71060,19.3290,19.3290,37.3290
Presque Isle,Metz,711070,0,,POSEN CONS SCHOOL DISTRICT,71060,21.3163,21.3163,39.3163
Presque Isle,Metz,711070,0,,ROGERS CITY AREA SCHOOLS,71080,21.9639,21.9639,39.9639
Presque Isle,Moltke,711080,0,,ROGERS CITY AREA SCHOOLS,71080,20.9669,20.9669,38.9669
Presque Isle,North Allis,711090,0,,ONAWAY AREA COMM SCHOOL DIST,71050,17.3169,19.2396,37.2396
Presque Isle,Ocqueoc,711100,0,,ONAWAY AREA COMM SCHOOL DIST,71050,18.7992,18.7992,36.7992
Presque Isle,Posen,711110,0,,POSEN CONS SCHOOL DISTRICT,71060,20.8216,20.8216,38.8216
Presque Isle,Posen,711110,0,POSEN,POSEN CONS SCHOOL DISTRICT,71060,24.9866,24.9866,42.9866
Presque Isle,Presque Isle,711120,0,,ALPENA PUBLIC SCHOOLS,04010,21.5482,21.5482,39.4636
Presque Isle,Pulawski,711130,0,,POSEN CONS SCHOOL DISTRICT,71060,21.3329,21.3329,39.3329
Presque Isle,Rogers,711140,0,,ROGERS CITY AREA SCHOOLS,71080,20.9385,20.9385,38.9385
Presque Isle,Onaway,712010,1,,ONAWAY AREA COMM SCHOOL DIST,71050,35.1307,36.3307,54.3307
Presque Isle,Rogers City,712020,1,,ROGERS CITY AREA SCHOOLS,71080,36.1717,36.1717,54.1717
Roscommon,Au Sable,721010,0,,ROSCOMMON SCHOOL DIST,72010,24.9094,24.9094,42.9094
Roscommon,Backus,721020,0,,HOUGHTON LAKE COMM SCHOOLS,72020,22.1129,22.1129,39.9165
Roscommon,Denton,721030,0,,HOUGHTON LAKE COMM SCHOOLS,72020,25.3219,25.3219,43.1255
Roscommon,Gerrish,721040,0,,ROSCOMMON SCHOOL DIST,72010,21.4039,26.8239,44.8239
Roscommon,Higgins,721050,0,,ROSCOMMON SCHOOL DIST,72010,21.8999,26.8999,44.8999
Roscommon,Higgins,721050,0,ROSCOMMON,ROSCOMMON SCHOOL DIST,72010,34.1999,39.1999,57.1999
Roscommon,Lake,721060,0,,HOUGHTON LAKE COMM SCHOOLS,72020,24.5870,24.5870,42.3906
Roscommon,Lyon,721070,0,,ROSCOMMON SCHOOL DIST,72010,24.6220,24.6220,42.6220
Roscommon,Markey,721080,0,,HOUGHTON LAKE COMM SCHOOLS,72020,20.7692,24.0192,41.8228
Roscommon,Nester,721090,0,,HOUGHTON LAKE COMM SCHOOLS,72020,22.4788,22.4788,40.2824
Roscommon,Richfield,721100,0,,ROSCOMMON SCHOOL DIST,72010,25.7663,28.2017,46.2017
Roscommon,Richfield,721100,0,,HOUGHTON LAKE COMM SCHOOLS,72020,24.6298,27.0652,44.8688
Roscommon,Roscommon,721110,0,,HOUGHTON LAKE COMM SCHOOLS,72020,24.0525,24.0525,41.8561
Saginaw,Albee,731010,0,,CHESANING UNION SCHOOLS,73110,31.0889,31.0889,49.0889
Saginaw,Birch Run,731020,0,,CLIO AREA SCHOOL DISTRICT,25150,30.4628,31.4628,49.4628
Saginaw,Birch Run,731020,0,,BIRCH RUN AREA SCHOOL DIST,73170,30.7120,31.7120,49.7120
Saginaw,Birch Run,731020,0,BIRCH RUN,BIRCH RUN AREA SCHOOL DIST,73170,35.2820,39.7820,57.7820
Saginaw,Birch Run,731020,0,,FRANKENMUTH SCHOOL DISTRICT,73190,31.2084,32.2084,50.2084
Saginaw,Blumfield,731030,0,,FRANKENMUTH SCHOOL DISTRICT,73190,31.4826,31.4826,49.4826
Saginaw,Blumfield,731030,0,,REESE PUBLIC SCHOOLS,79110,30.2325,30.2325,48.2325
Saginaw,Blumfield,731030,0,REESE,REESE PUBLIC SCHOOLS,79110,40.7325,42.7325,60.7325
Saginaw,Brady,731040,0,,CHESANING UNION SCHOOLS,73110,31.0689,32.5689,50.5689
Saginaw,Brady,731040,0,OAKLEY,CHESANING UNION SCHOOLS,73110,35.5778,37.0778,55.0778
Saginaw,Brant,731050,0,,CHESANING UNION SCHOOLS,73110,31.8134,33.8134,51.8134
Saginaw,Brant,731050,0,,MERRILL COMM SCHOOL DISTRICT,73230,32.3134,34.3134,52.3134
Saginaw,Brant,731050,0,,ST CHARLES COMMUNITY SCHOOLS,73240,31.5634,33.5634,51.5634
Saginaw,Brant,731050,0,ST CHARLES,ST CHARLES COMMUNITY SCHOOLS,73240,46.5634,48.5634,66.5634
Saginaw,Bridgeport,731060,0,,BRIDGEPORT-SPAULDING C S D,73180,34.7458,34.7458,52.4928
Saginaw,Buena Vista,731070,0,,BAY CITY SCHOOL DISTRICT,09010,42.6484,42.6484,60.6484
Saginaw,Buena Vista,731070,0,,SAGINAW (BUENA VISTA DEBT),73012,44.4121,44.4121,62.4121
Saginaw,Buena Vista,731070,0,,BRIDGEPORT-SPAULDING C S D,73180,42.4890,42.4890,60.2360
Saginaw,Buena Vista,731070,0,,FRANKENMUTH SCHOOL DISTRICT,73190,43.5285,43.5285,61.5285
Saginaw,Buena Vista,731070,0,,REESE PUBLIC SCHOOLS,79110,43.1257,43.1257,61.1257
Saginaw,Carrollton,731080,0,,CARROLLTON SCHOOL DISTRICT,73030,38.6549,49.6549,67.6549
Saginaw,Chapin,731090,0,,OVID ELSIE AREA SCHOOLS,19120,35.1479,35.1479,53.1479
Saginaw,Chapin,731090,0,,ASHLEY COMMUNITY SCHOOLS,29020,37.4405,37.4405,55.4405
Saginaw,Chapin,731090,0,,CHESANING UNION SCHOOLS,73110,32.7203,32.7203,50.7203
Saginaw,Chesaning,731100,0,,CHESANING UNION SCHOOLS,73110,32.0953,33.5953,51.5953
Saginaw,Chesaning,731100,0,CHESANING,CHESANING UNION SCHOOLS,73110,52.2546,53.7546,71.7546
Saginaw,Chesaning,731100,0,,NEW LOTHROP AREA PUBLIC SD,78070,37.9806,39.4806,57.4806
Saginaw,Frankenmuth,731110,0,,FRANKENMUTH SCHOOL DISTRICT,73190,31.3684,31.3684,49.3684
Saginaw,Fremont,731120,0,,HEMLOCK PUBLIC SCHOOL DIST,73210,31.4727,32.0897,50.0897
Saginaw,Fremont,731120,0,,MERRILL COMM SCHOOL DISTRICT,73230,31.5739,32.1909,50.1909
Saginaw,Fremont,731120,0,,ST CHARLES COMMUNITY SCHOOLS,73240,30.8239,31.4409,49.4409
Saginaw,James,731130,0,,SWAN VALLEY SCHOOL DISTRICT,73255,35.3411,35.3411,53.3411
Saginaw,Jonesfield,731140,0,,BRECKENRIDGE COMM SCHOOLS,29040,32.0236,35.7736,53.7736
Saginaw,Jonesfield,731140,0,,MERRILL COMM SCHOOL DISTRICT,73230,32.4034,36.1534,54.1534
Saginaw,Jonesfield,731140,0,MERRILL,MERRILL COMM SCHOOL DISTRICT,73230,46.0780,49.8280,67.8280
Saginaw,Kochville,731150,0,,BAY CITY SCHOOL DISTRICT,09010,29.7838,32.7838,50.7838
Saginaw,Kochville,731150,0,,SAGINAW CITY SCHOOL DISTRICT,73010,39.7622,42.7622,60.7622
Saginaw,Kochville,731150,0,,FREELAND COMM SCHOOL DIST,73200,29.6371,32.6371,50.6371
Saginaw,Lakefield,731160,0,,MERRILL COMM SCHOOL DISTRICT,73230,33.3851,37.1351,55.1351
Saginaw,Maple Grove,731170,0,,MONTROSE COMMUNITY SCHOOLS,25260,33.5153,33.5153,50.9057
Saginaw,Maple Grove,731170,0,,CHESANING UNION SCHOOLS,73110,31.0424,31.0424,49.0424
Saginaw,Maple Grove,731170,0,,NEW LOTHROP AREA PUBLIC SD,78070,36.9277,36.9277,54.9277
Saginaw,Marion,731180,0,,ASHLEY COMMUNITY SCHOOLS,29020,38.5413,38.5413,56.5413
Saginaw,Marion,731180,0,,TR-CHESANING/ASHLEY DEBT,73111,43.0413,43.0413,61.0413
Saginaw,Marion,731180,0,,MERRILL COMM SCHOOL DISTRICT,73230,34.3211,34.3211,52.3211
Saginaw,Marion,731180,0,,ST CHARLES COMMUNITY SCHOOLS,73240,33.5711,33.5711,51.5711
Saginaw,Richland,731190,0,,FREELAND COMM SCHOOL DIST,73200,31.3119,36.7119,54.7119
Saginaw,Richland,731190,0,,HEMLOCK PUBLIC SCHOOL DIST,73210,33.2411,38.6411,56.6411
Saginaw,Saginaw,731200,0,,SAGINAW TWP COMMUNITY SCHOOL,73040,35.5171,37.6171,55.6171
Saginaw,Saint Charles,731210,0,,CHESANING UNION SCHOOLS,73110,31.9575,33.9575,51.9575
Saginaw,Saint Charles,731210,0,,ST CHARLES COMMUNITY SCHOOLS,73240,31.7075,33.7075,51.7075
Saginaw,Saint Charles,731210,0,ST CHARLES,ST CHARLES COMMUNITY SCHOOLS,73240,46.7075,48.7075,66.7075
Saginaw,Spaulding,731220,0,,BRIDGEPORT-SPAULDING C S D,73180,31.5591,31.5591,49.3061
Saginaw,Swan Creek,731230,0,,HEMLOCK PUBLIC SCHOOL DIST,73210,32.2820,34.2820,52.2820
Saginaw,Swan Creek,731230,0,,ST CHARLES COMMUNITY SCHOOLS,73240,31.6332,33.6332,51.6332
Saginaw,Swan Creek,731230,0,ST CHARLES,ST CHARLES COMMUNITY SCHOOLS,73240,46.6332,48.6332,66.6332
Saginaw,Swan Creek,731230,0,,SWAN VALLEY SCHOOL DISTRICT,73255,34.3832,36.3832,54.3832
Saginaw,Taymouth,731240,0,,BIRCH RUN AREA SCHOOL DIST,73170,30.0817,30.0817,48.0817
Saginaw,Thomas,731250,0,,FREELAND COMM SCHOOL DIST,73200,33.5012,33.5012,51.5012
Saginaw,Thomas,731250,0,,HEMLOCK PUBLIC SCHOOL DIST,73210,35.4304,35.4304,53.4304
Saginaw,Thomas,731250,0,,SWAN VALLEY SCHOOL DISTRICT,73255,37.5316,37.5316,55.5316
Saginaw,Tittabawassee,731260,0,,BAY CITY SCHOOL DISTRICT,09010,35.5911,35.5911,53.5911
Saginaw,Tittabawassee,731260,0,,FREELAND COMM SCHOOL DIST,73200,35.4444,35.4444,53.4444
Saginaw,Zilwaukee,731270,0,,BAY CITY SCHOOL DISTRICT,09010,34.0215,34.0215,52.0215
Saginaw,Frankenmuth,732010,1,,FRANKENMUTH SCHOOL DISTRICT,73190,35.2846,40.2846,58.2846
Saginaw,Saginaw,732020,1,,SAGINAW CITY SCHOOL DISTRICT,73010,48.3221,55.8221,73.8221
Saginaw,Zilwaukee,732030,1,,SAGINAW CITY SCHOOL DISTRICT,73010,50.6279,50.6279,68.6279
Saint Clair,Berlin,741010,0,,ALMONT COMMUNITY SCHOOLS,44020,23.8033,25.3033,43.3033
Saint Clair,Berlin,741010,0,,ARMADA AREA SCHOOLS,50050,32.3331,33.8331,51.8331
Saint Clair,Berlin,741010,0,,CAPAC COMMUNITY SCH DISTRICT,74040,27.2393,28.7393,45.9448
Saint Clair,Brockway,741020,0,,CAPAC COMMUNITY SCH DISTRICT,74040,28.6411,28.6411,45.8466
Saint Clair,Brockway,741020,0,,YALE PUBLIC SCHOOLS,74130,29.7357,29.7357,47.7357
Saint Clair,Burtchville,741030,0,,PORT HURON AREA SCHOOL DIST,74010,27.6307,27.6307,45.6307
Saint Clair,Burtchville,741030,0,,CROSWELL LEXINGTON COMM SD,76080,24.5387,24.5387,42.5387
Saint Clair,Casco,741040,0,,ANCHOR BAY SCHOOL DISTRICT,50040,33.4016,33.4016,51.4016
Saint Clair,Casco,741040,0,,RICHMOND COMMUNITY SCHOOLS,50180,29.9016,29.9016,47.8260
Saint Clair,Casco,741040,0,,EAST CHINA TWP SCHOOL DIST,74050,24.5978,24.5978,42.5978
Saint Clair,China,741050,0,,EAST CHINA TWP SCHOOL DIST,74050,24.0554,24.0554,42.0554
Saint Clair,Clay,741060,0,,ALGONAC COMMUNITY SCH DIST,74030,25.2550,32.2300,50.2300
Saint Clair,Clyde,741070,0,,PORT HURON AREA SCHOOL DIST,74010,25.7133,25.7133,43.7133
Saint Clair,Clyde,741070,0,,YALE PUBLIC SCHOOLS,74130,27.0941,27.0941,45.0941
Saint Clair,Columbus,741080,0,,RICHMOND COMMUNITY SCHOOLS,50180,28.8909,28.8909,46.8153
